smiles,minimizedAffinity
[CH2].[CH2].[CH2].[CH2].[N]CCCNc1nccc(-c2cnn3ncccc23)n1.[O],-9.73782539
[CH2].[CH2].[CH2].[CH2][N]C.[CH].[CH][N]/C(=[C]/c1ccnc(NCCO)n1)c1ccc(F)cc1.[N],-10.8685837
Fc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,-8.67764759
COc1ccc(-c2cc3c(N)ncnc3o2)cc1,-7.68548727
CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,-8.72828865
N[S@SP](=O)(=O)c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,-8.2802372
COc1cc2ncn(-c3c[c]c(C(N)=O)s3)c2cc1OC.C[CH]c1ccccc1Cl.[O],-9.9285717
Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCc4ccc(Cl)cc4)cc3)c2)o1,-8.91086864
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4ncccc4c32)cc1,-9.29964924
NC1=N[CH]N=C2OC=C(c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)[C]12,-8.34193134
[CH2]c1ccc(Cl)cc1.[NH].[c]1nccc(-c2cnn3ncccc23)n1,-9.64806366
O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccco4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,-2.5953877
[CH2].[CH2]Oc1[c]ccc(Nc2nccc(-c3cnn4ncccc34)n2)c1.[O],-10.0385809
[CH2].[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[N].[O][C]Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12,-9.43973351
[CH2][CH]c1ccc(C(F)(F)F)cc1.[C].[H]/N=C(\C)[C]C(=O)Nc1ccc2[nH]nc(C)c2c1.[O],-10.4561319
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,-10.2001648
[CH2].[CH2].[CH2].[CH2].[CH2][NH].[CH]c1nc(-c2c[c]c(/C([CH2])=N/O)cc2)c(-c2ccncc2)[nH]1,-10.6463404
Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,-9.86393642
[CH2].[CH2].[CH2]Oc1[c]ccc(-c2c(-c3ccccn3)n[c]n2[CH2])c1.[O],-8.76264954
COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,-7.72224808
[CH2].[CH2]Oc1cc(NC2=N[CH]C=C(c3c(-c4ccc(C(F)(F)F)cc4)nn4ncccc34)[N]2)ccc1[O],-10.1720533
COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S@SP](C)(=O)=O)cc4C)n3C)ccc2c1,-9.19649506
COc1cc(C)c(NC(=O)CN(C)C)cc1NC1=N[C](Nc2cccc(F)c2C(N)=O)c2cc[nH]c2[N]1,-9.59099007
[CH2].[CH2]C.[CH2]C.[N].[c]1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,-10.2657843
[CH2].[CH2].[CH2]N(C)C.[CH2]c1[c]ccc(-c2cc(-c3cc[c]cc3)oc2-c2ccncc2)c1.[C].[N]O.[O],-10.0992928
[CH2].[CH2].[CH2][N][CH2].[CH2][S]=O.[H]/[C]=C/[C](O[C])c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,-6.8202424
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,-8.1581068
COc1cc2ncn(-c3cc(OCc4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,-9.06252956
[CH2]N.[C].[H]/[C]=C/C(=C\[CH])c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,-9.07442665
NC(=O)c1sc(-n2cnc3ccc(C(F)(F)F)cc32)cc1OCc1ccccc1Br,-10.0219584
[CH2].[CH2].[CH2].[CH2]C.[CH2][N].[CH2]c1c[c]c([N][C]c2nonc2N)c(C#CC(C)(C)O)n1.[N],-10.0061789
NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,-9.34670544
[O][C](c1ccc2c(c1)/C(=C/c1cc(Cl)c(O)c(Cl)c1)C(=O)N2)c1ccco1,-8.73901653
CNCCOc1c[c]c([N][C]c2nonc2N)c(C#CC(C)(C)O)n1.[CH2]C.[N],-9.63715839
Cc1ccc(C([NH])=O)cc1-c1ccc2[nH]ncc2c1.[CH2].[CH3].[C],-10.12222
[CH2].[CH2].[CH2].[CH2]CNC(=O)Nc1ccc(N(C)c2ccnc(Nc3ccc(C[S@SP](C)(=O)=O)cc3)n2)cc1.[CH2][O].[N],-9.26710796
COc1ccc(-c2ccncc2)cc1C(N)=O,-7.52965975
Nc1nc(-c2ccccn2)c(-c2ccc3ncccc3n2)s1,-8.38353348
CNC(=O)c1cncc(/C=C/c2ccccc2Cl)c1,-7.90165138
COc1cc(/C=N/N[C]2N=C[N]c3[nH]ncc32)ccc1O,-7.74111938
Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,-8.69737625
c1ccc(Oc2ccc(Nc3ncc(-c4ccccc4)o3)cc2)cc1,-8.78124332
COc1cc[c]cc1Nc1ncc(-c2cccc([C](C)[O])c2)o1.O=S.[CH2]C.[O],-9.49359322
C[CH]c1ccccc1Cl.O[CH]CO.[CH2]Oc1ccc2ncn(-c3c[c]c(C(N)=O)s3)c2c1.[O],-11.699008
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[NH].[c]1coc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)c1,-9.31918716
Cc1nnc(-c2ccc(C)c(-c3ccc(C([NH])=O)cc3)c2)o1.[CH2]c1ccc(OC)cc1,-5.82761669
CC(C)(O)C#CC1=C([N]C(=[N])c2nonc2N)[C]=CC(=O)[N]1.NC[CH]c1ccccc1.[CH2]C,-10.6433201
COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,-8.51039219
[CH2].[CH3].[C]C(=O)Nc1n[nH]c2cc(-c3cccc([S@SP](N)(=O)=O)c3)ccc12,-9.72264194
C[C]N/C(=N\[CH]c1ccc(F)cc1)c1ccc(C(F)(F)F)nc1.[C].[O][C]Nc1ccc2[nH]ncc2c1,-9.31972408
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,-8.98594093
CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc([S@SP](N)(=O)=O)c2)n1,-6.64098024
COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)=O)cc4C)n3C)ccc2c1,-8.92245579
COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,-8.46741676
[CH2].[CH3].[C]C(=O)Nc1n[nH]c2cc(-c3cccc(N[S@SP](C)(=O)=O)c3)ccc12,-9.58340263
C[CH]C.[CH2].[CH2].[CH2][N].[CH2][N]c1ccc(NC2=N[C](Nc3cccc4ncccc34)c3cc[nH]c3[N]2)c(OC)c1,-3.66398263
COc1ccc2ncn(-c3c[c]c(C(N)=O)s3)c2c1.C[CH]c1ccccc1Cl.[O],-10.221652
CN(C)C[C][O].[CH2].[CH2].[CH2]c1[c]cc(NC2=N[C](Nc3cccnc3C(=O)NC)c3cc[nH]c3[N]2)c(OC)c1.[N],-8.78401184
O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,-9.47317028
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12,-9.81794834
COc1c(C(N)=O)cc(-c2ccc(Cl)cc2)cc1-c1ccc([S@SP](N)(=O)=O)cc1,-9.05540371
[CH2]c1cccc(F)c1.[O]c1ccc(N[C]2N=C[N]C=C2C#Cc2ccccc2)cc1Cl,-9.7990284
CN(C)c1cc2c(cn1)[N]C=N[C]2Nc1ccc2c(cnn2Cc2ccccc2)c1,-9.92540836
FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,-10.2634268
Cc1ccc(O)cc1Nc1ccnc2cc(-c3ccccn3)ccc12,-9.32536221
COc1ccccc1Nc1ncc(-c2ccccc2)o1,-7.30629492
COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(=O)O)c4)cc3)ccc2[nH]1,-6.93061256
Cc1cccc2c1NC(=O)/C2=N\Nc1ccc([S@SP](N)(=O)=O)cc1,-8.11928654
[CH2].[CH2]N1C(=S)[N]C(c2ccc(F)cc2)=C1c1ccncc1,-8.6336956
C=NC(=O)c1[c]c([N][C]c2nonc2N)cnc1.[CH2].[CH2].[CH2]C.[CH2][NH].[N],-8.59276962
[CH2].[CH2].[CH2].[CH2].[CH2].[CH]n1c(-c2nonc2N)nc2cnccc21,-8.37888718
Nc1nonc1C1=Nc2ccn[c]c2[N]1.[CH2].[CH2].[CH2].[CH2]C.[CH2][N],-8.84709358
[CH2].[CH2].[CH2][C][N].[CH2][S@SP](C)(=O)=O.[C][CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1.[N],-6.00539207
[CH2]c1cccc(F)c1.[O]c1ccc(N[C]2N=C[N]c3sc(-c4ccco4)cc32)cc1Cl,-9.49530602
COc1cc2ncn(-c3cc(OCCc4ccccc4)c(C(N)=O)s3)c2cc1OC,-9.48243237
O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccccc4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,3.77137208
COc1ccc2ncn(-c3cc([O])c(C(N)=O)s3)c2c1.C[CH]c1ccccc1C(F)(F)F,-10.8398027
Nc1nc(-c2ccc(F)cc2)c(-c2ccc3ncccc3n2)s1,-9.12944221
COc1cc(/C=N/N[C]2N=C[N]c3c2cnn3-c2ccccc2)ccc1O,-8.09159374
Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc([C][N])c4)cc3)c2)o1,-7.5833869
[CH2].[CH2]N(C1=C(c2ccc(OC)cc2)C(=O)NC1=O)c1[c]cccc1,-8.11846828
N[S@SP](=O)(=O)c1cccc(-c2cc3ccncc3cc2OCc2ccccc2)c1,-10.630806
COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)=O)cc4)n3C)ccc2c1,-8.97255898
O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(O)c(Cl)c1,-9.04370499
COc1ccc(-c2nn3ncccc3c2C2=C[CH]N=C(Nc3cccc(C(F)(F)F)c3)[N]2)cc1,-9.21830177
[CH2].[CH2]Oc1cc(Nc2nccc(-c3c(-c4cccc(C(F)(F)F)c4)nn4ncccc34)n2)ccc1[O],-9.60563946
COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1,-7.32160234
CN(C)c1cc2c(cn1)[N]C=N[C]2Nc1ccc2nc(Cc3ccccc3)[nH]c2c1,-9.5460062
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2nc(-c3ccco3)ccc12,-8.82867146
N[S@SP](=O)(=O)c1ccc(-c2ccc3c(N[C][O])n[nH]c3c2)cc1.[CH2].[CH3].[C],-10.0442667
NC(=O)c1sc(-n2cnc3ccccc32)cc1[O].[CH2]c1cccc(OC)c1,-10.1470089
COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)ccc2[nH]1,-6.98327732
[CH2].[CH2].[CH2].[CH2][N][CH2].[CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(F)c3)c2c1.[C].[O].[S],-6.78865337
NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br,-9.66038227
FC(F)(F)c1cccc(NC2=N[CH]C=C(c3cnn4n[c]ccc34)[N]2)c1.[CH2]C.[O],-9.40139675
[CH2].[CH2].[CH2].[CH2]CCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1.[CH2][O].[N],-10.3440475
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[C].[NH].[N][C](C=S)c1ccc2ncnc(Nc3ccc(OCc4cccc(C(F)(F)F)c4)cc3)c2c1,-8.32687283
CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,-6.17885351
O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,-7.03314638
[CH2].[CH2]/C(=C1/C(=O)Nc2ccccc21)c1[c]cc(O)cc1,-9.6892271
COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2s1,-6.84876394
Cc1cc(O)cc(C)c1/C=C/c1cncc(C(N)=O)c1,-8.00795078
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12,-8.81384563
Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,-7.77798271
Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,-9.18062019
COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1,-7.16673803
[CH2].[CH2].[CH2].[C]S[C](NC(=O)c1ccc(F)c2ccccc12)/C([C][N])=[C]/[CH2],-8.49191856
[CH2].[CH2]N(C1=C(c2ccc(Cl)cc2)C(=O)NC1=O)c1[c]cccc1,-7.95824432
[CH2].[CH2]C.[CH]O[C][O].[CH][CH2].[C][C]c1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1.[NH].[NH],-11.7143879
Cn1cc(/C=C2\C(=O)Nc3cccnc32)c2ccccc21,-8.12827587
Cc1ccc2c(c1)/C(=N/Nc1ccc([S@SP](N)(=O)=O)cc1)C(=O)N2,-8.18195438
O=C(Nc1ccc(OCc2ccccc2)cc1)Nc1cccc(C2=C(c3ccnc4[nH]ccc34)[CH]N=N2)c1.[CH2]C,-7.53249502
[CH2].[CH2].[CH2].[CH2]c1c(/N=[C]\[O])sc(NC(=O)c2cccc3ccccc23)c1[C][N].[CH3].[C],-8.29855347
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccncc2)c1,-7.85693836
COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,-7.80403614
CCn1c(-c2nonc2N)nc2[c]nccc21.[CH2]C,-8.51616955
[CH2].[CH2].[CH2].[CH2][O].[CH]OC(=O)[N][CH2].[CH][CH2].[C].[C]c1cc2ncnc(Nc3ccc4c(ccn4Cc4cc(F)ccc4F)c3)c2s1.[NH],-10.1489382
COc1cc(NC2=N[CH]c3c(C)nc(-c4cccc(C(F)(F)F)c4)n3[N]2)cc(OC)c1OC,-8.90526772
CNC(=O)c1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,-8.289814
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[C].[H]/[C]=C/[C]([O])c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2c1.[NH],-9.41274834
COc1c[c]ccc1NC1=N[C](Nc2cc(F)ccc2C(N)=O)c2cc[nH]c2[N]1.[CH2].[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[N],-8.69878197
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccc(F)cc2)c1,-7.97040796
[CH2].[CH2].[CH2].[CH2]c1[c]sc(NC(=O)c2cccc3ccccc23)c1[C][N],-8.84102058
COc1cccc(-n2cnc3c2[N]C=N[C]3N/N=C/c2ccncc2)c1,-7.42738724
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2nnc(-c3cccnc3)cc12,-8.83300209
COc1cc(C)c(N(C)C(=O)CN(C)C)cc1NC1=N[C](Nc2cccc(F)c2C(N)=O)c2cc[nH]c2[N]1,-8.51785469
CNC(=O)c1cncc(/C=C/c2c(C)cccc2C)c1,-8.08661079
COc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,-8.78751469
O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,-8.31245327
[CH2].[CH2].[CH2].[CH2].[CH2][O].[CH]O[C][O].[CH][CH2].[C].[C]c1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2s1.[NH].[N],-11.5394115
Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,-9.35050869
Nc1nccc(C2=NC=N[C]2c2ccc(F)cc2)n1.[CH2].[CH2].[CH2].[CH2].[CH].[CH].[OH],-9.46865654
COC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,-9.2942791
COc1c[c]ccc1NC1=N[C](Nc2ccc(F)cc2C([NH])=O)c2cc[nH]c2[N]1.O[CH]CO.[CH2].[CH2].[CH2].[CH2].[CH2][N]C(C)C.[N],-11.0770054
Nc1nonc1[C][N]c1[c]cccc1.[CH2]C.[N],-8.11431599
COc1ccc2[nH]c3c4[nH]c5ccc(OC)cc5c4c4c(c3c2c1)C(=O)NC4=O,-8.91202736
CNC(=O)c1cncc(/C=C/c2c(Cl)cccc2Cl)c1,-7.54822969
[CH2].[CH3].[C]C(=O)Nc1n[nH]c2cc(-c3ccc(N[S@SP](C)(=O)=O)cc3)ccc12,-9.32795906
CN(c1ccc(NC([NH])=O)cc1)c1ccnc(Nc2ccc(C[S@SP](C)(=O)=O)cc2)n1.[CH2].[CH2]N(C)C,-8.5399847
[CH2].[CH2].[CH2].[CH2][NH].[CH]n1cnc(-c2ccc(F)cc2)c1-c1ccnc(N)n1,-8.43784142
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[H]/[C]=C/O[C]([C])c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1.[NH],-8.89533043
[CH2].[CH2][NH].[CH2][S@SP](C)(=O)=O.[C]/C=C\[C]([O])c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,-10.4337263
Cc1cc(O)cc(C)c1/C=C/c1cncc(C2=N[N]N[N]2)c1,-8.38646412
Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,-6.93302202
CC(C)=Cc1cccc2c1/C(=N/Nc1ccc([S@SP](N)(=O)=O)cc1)C(=O)N2,-8.59746933
[CH2].[CH2].[CH2].[CH2].[CH2][O].[CH]O[C][O].[CH][CH2].[C].[C]c1cc2ncnc(Nc3ccc(Cc4ccccc4)cc3)c2s1.[NH].[N],-10.7647676
[CH2].[CH2].[CH2].[CH2][N]C.[CH].[O][C]Nc1n[nH]c2nnc(-c3ccccc3)cc12,-9.88663578
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccc([S@SP](C)(=O)=O)cc2)c1,-7.57248926
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4ccncc4)cc32)cc1,-9.6480875
COc1cc(Cc2cnc(N)nc2N)ccc1[O].[CH2]c1ccc(OC)cc1,-9.85896397
COc1cccc(/C=N/N[C]2N=C[N]c3c2cnn3-c2cccc(OC)c2)c1,-7.38098335
Nc1nonc1[C][N]c1[c]c([C][O])cnc1.[CH2].[CH2].[CH2].[CH2]C.[CH].[NH2].[N].[N],-8.86104107
[CH2].[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[N].[O][C]Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12,-11.4850378
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccc(C)cc2)c1,-7.99881124
O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cc(Cl)c(O)c(Cl)c1,-8.99688435
C.Nc1nccc(C2=C(c3ccc(F)cc3)[N]C=N2)n1.[CH2]C(C)(C)[NH].[CH3].[CH].[CH].[C],-10.007658
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2cc(-c3ccccc3)ccc12,-9.39176655
CNC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F,-8.92836285
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCc4c[nH]cn4)cc32)cc1,-9.70907307
